date,code,nav,source,change_pct,valid
2026-05-05,0056,42.62,TWSE,0.0,1
2026-05-06,0056,43.86,TWSE,0.029094321914594136,1
2026-05-07,0056,44.72,TWSE,0.019607843137254888,1
2026-05-08,0056,44.85,TWSE,0.0029069767441861037,1
2026-05-09,0056,44.85,TWSE,0.0,1
2026-05-10,0056,44.85,TWSE,0.0,1
2026-05-11,0056,45.76,TWSE,0.02028985507246369,1
2026-05-12,0056,45.58,TWSE,-0.003933566433566428,1
2026-05-13,0056,45.15,TWSE,-0.009433962264150938,1
2026-05-14,0056,45.15,TWSE,0.0,1
2026-05-16,0056,44.45,TWSE,-0.015503875968992154,1
2026-05-17,0056,44.45,TWSE,0.0,1
2026-05-18,0056,44.5,TWSE,0.001124859392575864,1
2026-05-19,0056,44.01,TWSE,-0.011011235955056225,1
2026-05-20,0056,44.04,TWSE,0.0006816632583504007,1
2026-05-21,0056,45.44,TWSE,0.03178928247048135,1
2026-05-22,0056,46.35,TWSE,0.020026408450704306,1
2026-05-23,0056,46.35,TWSE,0.0,1
2026-05-24,0056,46.35,TWSE,0.0,1
2026-05-25,0056,48.35,TWSE,0.04314994606256742,1
2026-05-27,0056,49.64,TWSE,0.026680455015511875,1
2026-05-28,0056,48.83,TWSE,-0.01631748589846902,1
2026-05-29,0056,50.2,TWSE,0.02805652262953112,1
2026-05-30,0056,50.2,TWSE,0.0,1
2026-05-31,0056,50.2,TWSE,0.0,1
2026-06-01,0056,51.9,TWSE,0.03386454183266924,1
2026-06-02,0056,52.8,TWSE,0.01734104046242772,1
2026-06-04,0056,52.65,TWSE,-0.002840909090909064,1
2026-06-05,0056,51.8,TWSE,-0.01614434947768284,1
2026-06-06,0056,51.8,TWSE,0.0,1
2026-06-07,0056,51.8,TWSE,0.0,1
2026-06-08,0056,49.45,TWSE,-0.04536679536679526,1
2026-06-09,0056,51.25,TWSE,0.03640040444893826,1
2026-06-10,0056,49.62,TWSE,-0.03180487804878054,1
2026-06-11,0056,49.59,TWSE,-0.00060459492140254,1
2026-06-12,0056,50.6,TWSE,0.02036700947771724,1
2026-06-14,0056,50.6,TWSE,0.0,1
2026-06-15,0056,51.5,TWSE,0.017786561264822105,1
2026-06-16,0056,51.55,TWSE,0.0009708737864077118,1
2026-06-17,0056,51.95,TWSE,0.00775945683802145,1
2026-06-18,0056,52.8,TWSE,0.01636188642925879,1
2026-06-19,0056,52.8,TWSE,0.0,1
2026-06-20,0056,52.8,TWSE,0.0,1
2026-06-22,0056,54.05,TWSE,0.023674242424242424,1
2026-06-23,0056,53.6,TWSE,-0.00832562442183156,1
2026-06-24,0056,53.15,TWSE,-0.008395522388059753,1
2026-06-25,0056,53.2,TWSE,0.0009407337723425074,1
2026-06-26,0056,51.45,TWSE,-0.03289473684210526,1
2026-06-27,0056,51.45,TWSE,0.0,1
2026-06-28,0056,51.45,TWSE,0.0,1
2026-06-29,0056,51.8,TWSE,0.006802721088435263,1
2026-07-01,0056,52.75,TWSE,0.018339768339768397,1
2026-07-02,0056,52.6,TWSE,-0.00284360189573457,1
2026-07-03,0056,52.85,TWSE,0.004752851711026616,1
2026-07-04,0056,52.85,TWSE,0.0,1
2026-07-05,0056,52.85,TWSE,0.0,1
2026-07-06,0056,53.25,TWSE,0.007568590350047277,1
2026-07-07,0056,52.15,TWSE,-0.02065727699530519,1
2026-07-08,0056,52.35,TWSE,0.0038350910834132855,1
2026-07-10,0056,52.65,TWSE,0.005730659025787911,1
2026-07-11,0056,52.65,TWSE,0.0,1
2026-07-12,0056,52.65,TWSE,0.0,1
2026-07-13,0056,52.4,TWSE,-0.004748338081671415,1
2026-07-14,0056,51.75,TWSE,-0.01240458015267173,1
2026-07-15,0056,53.0,TWSE,0.024154589371980676,1
2026-07-16,0056,52.65,TWSE,-0.0066037735849056875,1
2026-07-17,0056,50.75,TWSE,-0.03608736942070273,1
2026-07-18,0056,50.75,TWSE,0.0,1
2026-07-19,0056,50.75,TWSE,0.0,1
2026-07-20,0056,49.95,TWSE,-0.0157635467980295,1
2026-07-21,0056,49.55,TWSE,-0.00800800800800812,1
2026-07-22,0056,50.95,TWSE,0.028254288597376505,1
2026-07-23,0056,50.65,TWSE,-0.005888125613346501,1
2026-07-24,0056,50.2,TWSE,-0.008884501480750163,1
