date,code,nav,source,change_pct,valid
2026-07-23,006208,237.9,TWSE,0.0021061499578770007,1
2026-07-24,006208,233.0,TWSE,-0.02059688944934849,1
2026-07-25,006208,233.0,TWSE,0.0,1
2026-07-26,006208,233.0,TWSE,0.0,1
2026-07-27,006208,232.75,TWSE,-0.001072961373390558,1
2026-07-28,006208,222.1,TWSE,-0.04575725026852849,1
2026-07-29,006208,214.05,TWSE,-0.03624493471409267,1
2026-07-30,006208,214.4,TWSE,0.0016351319785096673,1
2026-07-31,006208,235.35,TWSE,0.09771455223880592,1
2026-08-01,006208,235.35,TWSE,0.0,1
2026-08-02,006208,235.35,TWSE,0.0,1
2026-08-03,006208,232.9,TWSE,-0.010410027618440572,1
2026-08-04,006208,230.15,TWSE,-0.01180764276513525,1
2026-08-05,006208,238.25,TWSE,0.035194438409732756,1
2026-08-06,006208,236.55,TWSE,-0.0071353620146904035,1
2026-08-07,006208,235.35,TWSE,-0.0050729232720355824,1
2026-08-08,006208,235.35,TWSE,0.0,1
2026-08-09,006208,235.35,TWSE,0.0,1
2026-08-10,006208,238.7,TWSE,0.014234119396643274,1
2026-08-11,006208,238.9,TWSE,0.0008378718056138125,1
2026-08-12,006208,240.9,TWSE,0.008371703641691083,1
2026-08-13,006208,244.4,TWSE,0.014528850145288501,1
2026-08-15,006208,243.45,TWSE,-0.0038870703764321483,1
2026-08-16,006208,243.45,TWSE,0.0,1
2026-08-17,006208,244.05,TWSE,0.002464571780653205,1
2026-08-18,006208,240.7,TWSE,-0.013726695349313757,1
2026-08-19,006208,236.75,TWSE,-0.016410469464063104,1
2026-08-20,006208,237.85,TWSE,0.004646251319957737,1
2026-08-21,006208,239.3,TWSE,0.006096279167542641,1
2026-08-22,006208,239.3,TWSE,0.0,1
2026-08-23,006208,239.3,TWSE,0.0,1
2026-08-24,006208,238.2,TWSE,-0.004596740493104984,1
2026-08-25,006208,239.45,TWSE,0.005247691015952981,1
2026-08-26,006208,242.85,TWSE,0.014199206514930073,1
2026-08-27,006208,243.15,TWSE,0.0012353304508956615,1
2026-08-28,006208,245.1,TWSE,0.008019740900678547,1
2026-08-29,006208,245.1,TWSE,0.0,1
